推文ID,发布时间,JEV评级,JEV综合分,细分赛道,点赞量,转推量,回复量,浏览量,配图数,推文正文,核心干货提要,原推链接
1940404462386086155,2025-07-02 13:37:29,B,22,交易心法复盘与知行合一进化,32,2,15,172978,0,7月3号 $eyen 开始改名为 $HYPD https://t.co/4dxXtSSRtf,7月3号 $eyen 开始改名为 $HYPD,https://x.com/xiaomustock/status/1940404462386086155
1940394117378551853,2025-07-02 12:56:23,C,4,交易心法复盘与知行合一进化,12,0,1,2597,0,@jiujinshan2022 第一次赚到大钱要给家里人散掉一小部分，自己留一部分，即使再次亏完也不至于撸网贷，再次让家里人日子难过，太不应该了啊老表.,@jiujinshan2022 第一次赚到大钱要给家里人散掉一小部分，自己留一部分，即使再次亏完也不至于撸网贷，再次让家里人日子难过，太不应该了啊老表,https://x.com/xiaomustock/status/1940394117378551853
1940393236763378162,2025-07-02 12:52:53,C,18,交易心法复盘与知行合一进化,23,1,21,146234,0,完犊子了，cnc亏9万 https://t.co/O5VyJZJkGF,完犊子了，cnc亏9万,https://x.com/xiaomustock/status/1940393236763378162
1940370559436800502,2025-07-02 11:22:46,C,0,加密大周期与流动性配置,2,0,0,2554,0,@ShuYu622 确实，币圈太消耗人了，一年消一岁.,@ShuYu622 确实，币圈太消耗人了，一年消一岁.,https://x.com/xiaomustock/status/1940370559436800502
1940370139922530685,2025-07-02 11:21:06,C,7,交易心法复盘与知行合一进化,37,1,8,15513,0,@jiujinshan2022 负债正常，但是从负债的泥潭爬出来，再次负债不应该,@jiujinshan2022 负债正常，但是从负债的泥潭爬出来，再次负债不应该,https://x.com/xiaomustock/status/1940370139922530685
1940368248450748789,2025-07-02 11:13:35,noise,0,交易心法复盘与知行合一进化,34,0,24,192716,0,亏麻了,亏麻了,https://x.com/xiaomustock/status/1940368248450748789
1940348322231005458,2025-07-02 09:54:24,C,4,加密大周期与流动性配置,2,0,0,4486,0,@btcsamge 这个赚钱的估计有一部分，可能只是填补22/23的亏损.,@btcsamge 这个赚钱的估计有一部分，可能只是填补22/23的亏损.,https://x.com/xiaomustock/status/1940348322231005458
1940345943972589630,2025-07-02 09:44:57,B,34,加密大周期与流动性配置,72,7,39,207832,0,"从21年算起，4年了，跑赢btc的屈指可数，
bnb，eth和sol都没有跑赢.
更别说一大堆山寨币，没有新高只有不断新低.
要从事实出发承认，红利期真结束了这地方.
不仅没有几个散户有btc，还有数不清做空btc的.
加密市场95%+绝大部分人应该都是亏钱的吧，很多人估计资金没有回到21年巅峰.",从21年算起，4年了，跑赢btc的屈指可数，,https://x.com/xiaomustock/status/1940345943972589630
1940313396785946723,2025-07-02 07:35:37,C,18,交易心法复盘与知行合一进化,18,1,20,40127,0,$CNC 盘后暴跌25%，看看这个8市盈率的垃圾股43刀能不能捡个漏，干了2万股. https://t.co/Fa4nutUZwq,$CNC 盘后暴跌25%，看看这个8市盈率的垃圾股43刀能不能捡个漏，干了2万股.,https://x.com/xiaomustock/status/1940313396785946723
1940300307562733660,2025-07-02 06:43:37,C,20,交易心法复盘与知行合一进化,127,8,38,43153,0,"这一拳十年的功力，
你能挡得住吗？年轻人！ https://t.co/cZJcmB2VkU",这一拳十年的功力，,https://x.com/xiaomustock/status/1940300307562733660
1940269498931847390,2025-07-02 04:41:11,C,4,加密大周期与流动性配置,1,0,0,461,0,@skyguoCypherium @BTCBruce1 你真是个人才卧槽😂,@skyguoCypherium @BTCBruce1 你真是个人才卧槽😂,https://x.com/xiaomustock/status/1940269498931847390
1940267179053916233,2025-07-02 04:31:58,A,48,美股硬科技与AI算力基建,158,21,66,394735,0,"再往下一阶段，就是美股头部股票英伟达特斯拉苹果亚马逊谷歌这些，
被token化后，就能在链上比如hype，
或者cex比如币安ok和bybit这些开启合约.
英伟达50倍杠杆合约….
Tsla 50倍杠杆合约….
谷歌50倍杠杆合约….
他们的身影和btc的合约在一个页面里面…. https://t.co/2iXvlSnqBt",再往下一阶段，就是美股头部股票英伟达特斯拉苹果亚马逊谷歌这些，,https://x.com/xiaomustock/status/1940267179053916233
1940263854682050851,2025-07-02 04:18:45,A,42,加密大周期与流动性配置,298,55,54,290549,1,"加密新的时代要来了，Pre-IPO以后会改成On-chain Pre-IPO.
很多伟大的公司可能都会被提前以代币的形式在链上流通.去伪存真.
我们加密的普通人也可以吃到它涨幅最诱人最鲜美的部分. https://t.co/Cyck6RckDZ",加密新的时代要来了，Pre-IPO以后会改成On-chain Pre-IPO.,https://x.com/xiaomustock/status/1940263854682050851
1940255531920478321,2025-07-02 03:45:41,S,60,二级实战买卖与标品护城河,1232,265,83,476637,2,"美股有一个神仙养老股股，月月分红.
代码 $O  Realty Income，股息率5.47%.
毛利五年92%+，五年营业收入增长3倍.
这公司简介称Realty Income 拥有约15,600处物业，其中大部分是独立的、单租户的、三网租赁的零售物业。公司的房产分布在美国49个州和波多黎各，租给了来自47个行业的250个租户。公司最近的收购增加了工业、游戏、办公、制造和分销业务，约占收入的20%。
从表中看，股息虽然增长不大，但五年间股息也增长了10%.",美股有一个神仙养老股股，月月分红.,https://x.com/xiaomustock/status/1940255531920478321
1940064514902565058,2025-07-01 15:06:39,C,4,二级实战买卖与标品护城河,5,0,0,5050,0,@ChainTrust0103 今天大票也集体跌，太惨了，高股息养老的股票都涨的牛今天.,@ChainTrust0103 今天大票也集体跌，太惨了，高股息养老的股票都涨的牛今天.,https://x.com/xiaomustock/status/1940064514902565058
1940063728327958696,2025-07-01 15:03:32,C,0,交易心法复盘与知行合一进化,3,0,2,1988,0,@figer_deng amd亏的太疼了.,@figer_deng amd亏的太疼了.,https://x.com/xiaomustock/status/1940063728327958696
1940062614098518067,2025-07-01 14:59:06,C,12,交易心法复盘与知行合一进化,55,6,23,265467,0,等着炒openai和spacex股票,等着炒openai和spacex股票,https://x.com/xiaomustock/status/1940062614098518067
1940059778459554241,2025-07-01 14:47:50,noise,0,交易心法复盘与知行合一进化,15,0,12,107014,0,amd爆亏.,amd爆亏.,https://x.com/xiaomustock/status/1940059778459554241
1940029874057748808,2025-07-01 12:49:00,C,18,交易心法复盘与知行合一进化,31,3,52,135907,0,"特朗普前脚还说电动车本身没有问题.
转头又说电动车会爆炸😂 https://t.co/gh4cs9R31C",特朗普前脚还说电动车本身没有问题.,https://x.com/xiaomustock/status/1940029874057748808
1939921462447444424,2025-07-01 05:38:13,A,46,美股硬科技与AI算力基建,270,33,158,316970,1,"保护我方马斯克@elonmusk ，特朗普这是疯了，不搞这些难道学特朗普发币，搞房地产😂
马斯克干的才是造福全人类的事情，脑机接口帮助残疾人恢复视力听力和用擎天柱实现行动能力.
火箭spacex搞火星移民为全人类做备份，
搞电动车，太阳能，机器人，都是在为火星移民做配套. https://t.co/saeIQmoDb5",保护我方马斯克@elonmusk ，特朗普这是疯了，不搞这些难道学特朗普发币，搞房地产😂,https://x.com/xiaomustock/status/1939921462447444424
1939912208819044443,2025-07-01 05:01:27,C,4,交易心法复盘与知行合一进化,10,0,0,4635,0,@ChainTrust0103 😂😂😂前几天还说马斯克是非常好的一个人，现在就让人家滚回南非.,@ChainTrust0103 😂😂😂前几天还说马斯克是非常好的一个人，现在就让人家滚回南非.,https://x.com/xiaomustock/status/1939912208819044443
1939907879999611129,2025-07-01 04:44:14,B,26,交易心法复盘与知行合一进化,101,7,53,372643,0,马斯克称如果大漂亮法案通过，他第二天就会成立新政党. https://t.co/F1thfA2DDD,马斯克称如果大漂亮法案通过，他第二天就会成立新政党.,https://x.com/xiaomustock/status/1939907879999611129
1939882274243416184,2025-07-01 03:02:30,C,0,交易心法复盘与知行合一进化,1,0,1,586,0,@dadagejb788 我还有1.5万股,@dadagejb788 我还有1.5万股,https://x.com/xiaomustock/status/1939882274243416184
1939875924390076568,2025-07-01 02:37:16,C,17,交易心法复盘与知行合一进化,24,2,24,77651,0,$HOOD 太猛了，夜盘要100了. https://t.co/HeQFGh6u9v,$HOOD 太猛了，夜盘要100了.,https://x.com/xiaomustock/status/1939875924390076568
1939753196047749511,2025-06-30 18:29:35,C,0,交易心法复盘与知行合一进化,2,0,0,2391,0,@ChainTrust0103 那个年代我应该还没炒币😂,@ChainTrust0103 那个年代我应该还没炒币😂,https://x.com/xiaomustock/status/1939753196047749511
1939751725394755822,2025-06-30 18:23:44,A,41,加密大周期与流动性配置,124,16,42,65689,0,"目前搞币股上链的交易所有Robinhood，Kraken，Coinbase，Bybit，Hashkey，
大势所趋，
不过最早干这件事情的是Ftx…..
我人生第一次买特斯拉股票就是在ftx….
可惜倒闭了. https://t.co/eqCt7vMoSq",目前搞币股上链的交易所有Robinhood，Kraken，Coinbase，Bybit，Hashkey，,https://x.com/xiaomustock/status/1939751725394755822
1939748365270753347,2025-06-30 18:10:23,B,33,加密大周期与流动性配置,27,3,15,119133,0,"如果 $HOOD 做的rwa币股公链上可以交易没上市的OpenAi/SpaceX这俩个的话，肯定不缺交易量和散户热情.
相比于币安现在的alpha诈骗盘流水线搞的一堆人造新山寨shitcoin，
openai和spacex股票的代币则拥有无与伦比的吸引力. https://t.co/JuUzYiZ2Uy",如果 $HOOD 做的rwa币股公链上可以交易没上市的OpenAi/SpaceX这俩个的话，肯定不缺交易量和散户热情.,https://x.com/xiaomustock/status/1939748365270753347
1939737973584691491,2025-06-30 17:29:06,B,35,加密大周期与流动性配置,33,2,6,48178,0,"股票里面跟sol最相关的就是 $DFDV
跌到这个价格也是极佳买的好位置，它囤积了五六十万个sol，还有50亿美金融资额度可以用来继续买sol.
sol提交的etf一旦通过就是第一个可以质押的加密etf. https://t.co/rrAOpotPL8",股票里面跟sol最相关的就是 $DFDV,https://x.com/xiaomustock/status/1939737973584691491
1939735504423199211,2025-06-30 17:19:17,B,31,美股硬科技与AI算力基建,28,1,16,62940,0,"人性的险恶都在这条推特里，赚钱了就是牛逼，亏钱了就是草泥马傻逼，
所以不管啥投资，专心管理好自己的操作就行了，
其他人I dont care.没意义，还影响情绪.
推特永远是自己交易过程的记录，
币圈是人性最复杂，买卖美股涨跌都没任何人说啥，还是更舒服点，没人影响情绪. https://t.co/ZpiOwyTplw",人性的险恶都在这条推特里，赚钱了就是牛逼，亏钱了就是草泥马傻逼，,https://x.com/xiaomustock/status/1939735504423199211
1939727105761452106,2025-06-30 16:45:55,C,0,交易心法复盘与知行合一进化,2,0,1,1453,0,@huangjun476896 没走啊，扔着呢，地址公开的.,@huangjun476896 没走啊，扔着呢，地址公开的.,https://x.com/xiaomustock/status/1939727105761452106
1939726450204278840,2025-06-30 16:43:18,C,18,交易心法复盘与知行合一进化,28,1,16,203118,0,他娘的终于赚到了一次，swarms被一堆叼毛把我浇下去又上来了. https://t.co/EptV2QgwhS,他娘的终于赚到了一次，swarms被一堆叼毛把我浇下去又上来了.,https://x.com/xiaomustock/status/1939726450204278840
1939712430231482764,2025-06-30 15:47:36,B,28,加密大周期与流动性配置,70,10,22,122674,0,"sol的etf很可能要通过了，
$dfdv 是sol版的微策略. https://t.co/Ln50p1Q2Nv",sol的etf很可能要通过了，,https://x.com/xiaomustock/status/1939712430231482764
1939711995647033768,2025-06-30 15:45:52,C,15,交易心法复盘与知行合一进化,23,2,9,68089,0,hood开始搞股票代币化的l2网络 https://t.co/lWgpNFymR9,hood开始搞股票代币化的l2网络,https://x.com/xiaomustock/status/1939711995647033768
1939680439893139727,2025-06-30 13:40:29,C,18,交易心法复盘与知行合一进化,24,1,26,127706,0,HOOD强的离谱 https://t.co/NiWjoNBVTn,HOOD强的离谱,https://x.com/xiaomustock/status/1939680439893139727
1939668079795122188,2025-06-30 12:51:22,C,0,交易心法复盘与知行合一进化,2,0,1,4880,0,@mia_okx 气质提升了,@mia_okx 气质提升了,https://x.com/xiaomustock/status/1939668079795122188
1939654360134504623,2025-06-30 11:56:51,C,0,交易心法复盘与知行合一进化,2,0,1,445,0,@draachen 😂我尝试看看能拿多久,@draachen 😂我尝试看看能拿多久,https://x.com/xiaomustock/status/1939654360134504623
1939653374317936707,2025-06-30 11:52:56,B,37,美股硬科技与AI算力基建,26,3,11,57441,0,"赌amd推理市场在今年Q3季度MI350量产交付后份额暴增和MI400芯片量产跟英伟达对垒.
 $AMD 统治Ai推理市场，
$NVDA 统治Ai训练市场.

推理需求激增被证实+科技巨头抢夺市场份额，以后的ai市场肯定是推理为主. https://t.co/uKYR2gDLI9",赌amd推理市场在今年Q3季度MI350量产交付后份额暴增和MI400芯片量产跟英伟达对垒.,https://x.com/xiaomustock/status/1939653374317936707
1939625680607793558,2025-06-30 10:02:53,C,0,加密大周期与流动性配置,6,0,1,11454,0,@thankUcrypto 恭喜,@thankUcrypto 恭喜,https://x.com/xiaomustock/status/1939625680607793558
1939621623918928089,2025-06-30 09:46:46,C,17,加密大周期与流动性配置,91,1,59,325380,0,币圈我是玩不了了，买啥被浇啥🌚,币圈我是玩不了了，买啥被浇啥🌚,https://x.com/xiaomustock/status/1939621623918928089
1939621418272264296,2025-06-30 09:45:57,C,0,交易心法复盘与知行合一进化,2,0,0,1078,0,@memeking171 我有这个能力那不至于亏完了老表😂,@memeking171 我有这个能力那不至于亏完了老表😂,https://x.com/xiaomustock/status/1939621418272264296
1939618007971401803,2025-06-30 09:32:24,A,44,二级实战买卖与标品护城河,89,11,74,265806,0,"swarms为数不多项目方一直在更新研发AI应用的品种. 
今天异动放量了，底部放量涨 市值太低了才2000万市值，官推space说有重大更新，这个市值太低估了，如果启动的话涨个翻倍才4000万 涨到一个亿对标A16Z啥的 5倍空间 想象力空间有，老meme板块都在异动上涨！丝袜做AI的MEME币 搞了5万U 买了0.25个点的筹码放着了.",swarms为数不多项目方一直在更新研发AI应用的品种.,https://x.com/xiaomustock/status/1939618007971401803
